filename,fold,target,category,esc10,src_file,take
1-100032-A-0.wav,1,0,dog,TRUE,100032,A
1-110389-A-0.wav,1,0,dog,TRUE,110389,A
1-30226-A-0.wav,1,0,dog,TRUE,30226,A
1-30344-A-0.wav,1,0,dog,TRUE,30344,A
1-32318-A-0.wav,1,0,dog,TRUE,32318,A
1-59513-A-0.wav,1,0,dog,TRUE,59513,A
1-85362-A-0.wav,1,0,dog,TRUE,85362,A
1-97392-A-0.wav,1,0,dog,TRUE,97392,A
2-114280-A-0.wav,2,0,dog,TRUE,114280,A
2-114587-A-0.wav,2,0,dog,TRUE,114587,A
2-116400-A-0.wav,2,0,dog,TRUE,116400,A
2-117271-A-0.wav,2,0,dog,TRUE,117271,A
2-118072-A-0.wav,2,0,dog,TRUE,118072,A
2-118964-A-0.wav,2,0,dog,TRUE,118964,A
2-122104-A-0.wav,2,0,dog,TRUE,122104,A
2-122104-B-0.wav,2,0,dog,TRUE,122104,B
3-136288-A-0.wav,3,0,dog,TRUE,136288,A
3-144028-A-0.wav,3,0,dog,TRUE,144028,A
3-155312-A-0.wav,3,0,dog,TRUE,155312,A
3-157695-A-0.wav,3,0,dog,TRUE,157695,A
3-163459-A-0.wav,3,0,dog,TRUE,163459,A
3-170015-A-0.wav,3,0,dog,TRUE,170015,A
3-180256-A-0.wav,3,0,dog,TRUE,180256,A
3-180977-A-0.wav,3,0,dog,TRUE,180977,A
4-182395-A-0.wav,4,0,dog,TRUE,182395,A
4-183992-A-0.wav,4,0,dog,TRUE,183992,A
4-184575-A-0.wav,4,0,dog,TRUE,184575,A
4-191687-A-0.wav,4,0,dog,TRUE,191687,A
4-192236-A-0.wav,4,0,dog,TRUE,192236,A
4-194754-A-0.wav,4,0,dog,TRUE,194754,A
4-199261-A-0.wav,4,0,dog,TRUE,199261,A
4-207124-A-0.wav,4,0,dog,TRUE,207124,A
5-203128-A-0.wav,5,0,dog,TRUE,203128,A
5-203128-B-0.wav,5,0,dog,TRUE,203128,B
5-208030-A-0.wav,5,0,dog,TRUE,208030,A
5-212454-A-0.wav,5,0,dog,TRUE,212454,A
5-213855-A-0.wav,5,0,dog,TRUE,213855,A
5-217158-A-0.wav,5,0,dog,TRUE,217158,A
5-231762-A-0.wav,5,0,dog,TRUE,231762,A
5-9032-A-0.wav,5,0,dog,TRUE,9032,A
