filename,fold,target,category,esc10,src_file,take
1-101336-A-30.wav,1,30,door_wood_knock,FALSE,101336,A
1-103995-A-30.wav,1,30,door_wood_knock,FALSE,103995,A
1-103999-A-30.wav,1,30,door_wood_knock,FALSE,103999,A
1-26188-A-30.wav,1,30,door_wood_knock,FALSE,26188,A
1-52290-A-30.wav,1,30,door_wood_knock,FALSE,52290,A
1-81001-A-30.wav,1,30,door_wood_knock,FALSE,81001,A
1-81001-B-30.wav,1,30,door_wood_knock,FALSE,81001,B
1-82817-A-30.wav,1,30,door_wood_knock,FALSE,82817,A
2-114254-A-30.wav,2,30,door_wood_knock,FALSE,114254,A
2-118624-A-30.wav,2,30,door_wood_knock,FALSE,118624,A
2-118625-A-30.wav,2,30,door_wood_knock,FALSE,118625,A
2-120218-A-30.wav,2,30,door_wood_knock,FALSE,120218,A
2-120218-B-30.wav,2,30,door_wood_knock,FALSE,120218,B
2-133889-A-30.wav,2,30,door_wood_knock,FALSE,133889,A
2-134915-A-30.wav,2,30,door_wood_knock,FALSE,134915,A
2-140841-A-30.wav,2,30,door_wood_knock,FALSE,140841,A
3-144510-A-30.wav,3,30,door_wood_knock,FALSE,144510,A
3-151089-A-30.wav,3,30,door_wood_knock,FALSE,151089,A
3-152594-A-30.wav,3,30,door_wood_knock,FALSE,152594,A
3-154378-A-30.wav,3,30,door_wood_knock,FALSE,154378,A
3-170574-A-30.wav,3,30,door_wood_knock,FALSE,170574,A
3-180147-A-30.wav,3,30,door_wood_knock,FALSE,180147,A
3-182023-A-30.wav,3,30,door_wood_knock,FALSE,182023,A
3-182025-A-30.wav,3,30,door_wood_knock,FALSE,182025,A
4-182034-A-30.wav,4,30,door_wood_knock,FALSE,182034,A
4-182039-A-30.wav,4,30,door_wood_knock,FALSE,182039,A
4-182041-A-30.wav,4,30,door_wood_knock,FALSE,182041,A
4-186518-A-30.wav,4,30,door_wood_knock,FALSE,186518,A
4-187284-A-30.wav,4,30,door_wood_knock,FALSE,187284,A
4-188878-A-30.wav,4,30,door_wood_knock,FALSE,188878,A
4-211502-A-30.wav,4,30,door_wood_knock,FALSE,211502,A
4-261068-A-30.wav,4,30,door_wood_knock,FALSE,261068,A
5-218980-A-30.wav,5,30,door_wood_knock,FALSE,218980,A
5-218981-A-30.wav,5,30,door_wood_knock,FALSE,218981,A
5-235644-A-30.wav,5,30,door_wood_knock,FALSE,235644,A
5-250026-A-30.wav,5,30,door_wood_knock,FALSE,250026,A
5-250026-B-30.wav,5,30,door_wood_knock,FALSE,250026,B
5-251426-A-30.wav,5,30,door_wood_knock,FALSE,251426,A
5-251426-B-30.wav,5,30,door_wood_knock,FALSE,251426,B
5-256512-A-30.wav,5,30,door_wood_knock,FALSE,256512,A
